timestamp,sản lượng
2025-04-01 19:20:00,1316
2025-04-01 19:30:00,1097
2025-04-01 19:40:00,1428
2025-04-01 19:50:00,1404
2025-04-01 20:00:00,1187
2025-04-01 20:10:00,1139
2025-04-01 20:20:00,1345
2025-04-01 20:30:00,1253
2025-04-01 20:40:00,1322
2025-04-01 20:50:00,1493
2025-04-01 21:00:00,1342
2025-04-01 21:10:00,1375
2025-04-01 21:20:00,1390
2025-04-01 21:30:00,1387
2025-04-01 21:40:00,1126
2025-04-01 21:50:00,1412
2025-04-01 22:00:00,1120
2025-04-01 22:10:00,876
2025-04-01 22:20:00,1003
2025-04-01 22:30:00,997
2025-04-01 22:40:00,1069
2025-04-01 22:50:00,847
2025-04-01 23:00:00,1069
2025-04-01 23:10:00,741
2025-04-01 23:20:00,922
2025-04-01 23:30:00,943
2025-04-01 23:40:00,882
2025-04-01 23:50:00,791
2025-04-02 00:00:00,1016
2025-04-02 00:10:00,799
2025-04-02 00:20:00,896
2025-04-02 00:30:00,921
2025-04-02 00:40:00,866
2025-04-02 00:50:00,886
2025-04-02 01:00:00,875
2025-04-02 01:10:00,834
2025-04-02 01:20:00,822
2025-04-02 01:30:00,958
2025-04-02 01:40:00,1003
2025-04-02 01:50:00,924
2025-04-02 02:00:00,839
2025-04-02 02:10:00,913
2025-04-02 02:20:00,1112
2025-04-02 02:30:00,917
2025-04-02 02:40:00,759
2025-04-02 02:50:00,689
2025-04-02 03:00:00,1012
2025-04-02 03:10:00,789
2025-04-02 03:20:00,886
2025-04-02 03:30:00,833
2025-04-02 03:40:00,883
2025-04-02 03:50:00,1048
2025-04-02 04:00:00,962
2025-04-02 04:10:00,885
2025-04-02 04:20:00,832
2025-04-02 04:30:00,730
2025-04-02 04:40:00,930
2025-04-02 04:50:00,899
2025-04-02 05:00:00,718
2025-04-02 05:10:00,823
2025-04-02 05:20:00,754
2025-04-02 05:30:00,843
2025-04-02 05:40:00,941
2025-04-02 05:50:00,746
2025-04-02 06:00:00,1646
2025-04-02 06:10:00,1567
2025-04-02 06:20:00,1731
2025-04-02 06:30:00,1700
2025-04-02 06:40:00,1703
2025-04-02 06:50:00,1536
2025-04-02 07:00:00,1499
2025-04-02 07:10:00,1803
2025-04-02 07:20:00,1631
2025-04-02 07:30:00,1526
2025-04-02 07:40:00,1588
2025-04-02 07:50:00,1778
2025-04-02 08:00:00,1540
2025-04-02 08:10:00,1722
2025-04-02 08:20:00,1451
2025-04-02 08:30:00,1856
2025-04-02 08:40:00,1656
2025-04-02 08:50:00,1593
2025-04-02 09:00:00,1551
2025-04-02 09:10:00,1464
2025-04-02 09:20:00,1603
2025-04-02 09:30:00,1558
2025-04-02 09:40:00,1691
2025-04-02 09:50:00,1639
2025-04-02 10:00:00,1648
2025-04-02 10:10:00,1704
2025-04-02 10:20:00,1778
2025-04-02 10:30:00,1584
2025-04-02 10:40:00,1531
2025-04-02 10:50:00,1687
2025-04-02 11:00:00,1560
2025-04-02 11:10:00,1459
2025-04-02 11:20:00,1526
2025-04-02 11:30:00,1836
2025-04-02 11:40:00,1705
2025-04-02 11:50:00,1643
2025-04-02 12:00:00,1722
2025-04-02 12:10:00,1918
2025-04-02 12:20:00,1793
2025-04-02 12:30:00,1604
2025-04-02 12:40:00,1553
2025-04-02 12:50:00,1677
2025-04-02 13:00:00,1848
2025-04-02 13:10:00,1619
2025-04-02 13:20:00,1651
2025-04-02 13:30:00,1912
2025-04-02 13:40:00,2023
2025-04-02 13:50:00,1592
2025-04-02 14:00:00,1683
2025-04-02 14:10:00,1766
2025-04-02 14:20:00,1731
2025-04-02 14:30:00,1764
2025-04-02 14:40:00,1573
2025-04-02 14:50:00,1725
2025-04-02 15:00:00,1790
2025-04-02 15:10:00,1648
2025-04-02 15:20:00,1827
2025-04-02 15:30:00,1687
2025-04-02 15:40:00,1713
2025-04-02 15:50:00,1969
2025-04-02 16:00:00,1635
2025-04-02 16:10:00,1967
2025-04-02 16:20:00,1616
2025-04-02 16:30:00,1773
2025-04-02 16:40:00,1817
2025-04-02 16:50:00,1891
2025-04-02 17:00:00,1660
2025-04-02 17:10:00,1891
2025-04-02 17:20:00,1912
2025-04-02 17:30:00,1888
2025-04-02 17:40:00,1618
2025-04-02 17:50:00,1854
2025-04-02 18:00:00,1401
2025-04-02 18:10:00,1310
2025-04-02 18:20:00,1527
2025-04-02 18:30:00,1350
2025-04-02 18:40:00,1302
2025-04-02 18:50:00,1348
2025-04-02 19:00:00,1373
2025-04-02 19:10:00,1380
2025-04-02 19:20:00,1420
2025-04-02 19:30:00,1327
2025-04-02 19:40:00,1194
2025-04-02 19:50:00,1453
2025-04-02 20:00:00,1306
2025-04-02 20:10:00,1338
2025-04-02 20:20:00,1358
2025-04-02 20:30:00,1329
2025-04-02 20:40:00,1399
2025-04-02 20:50:00,1359
2025-04-02 21:00:00,1417
2025-04-02 21:10:00,1509
2025-04-02 21:20:00,1418
2025-04-02 21:30:00,1383
2025-04-02 21:40:00,1449
2025-04-02 21:50:00,1318
2025-04-02 22:00:00,836
2025-04-02 22:10:00,979
2025-04-02 22:20:00,872
2025-04-02 22:30:00,820
2025-04-02 22:40:00,847
2025-04-02 22:50:00,944
2025-04-02 23:00:00,779
2025-04-02 23:10:00,957
2025-04-02 23:20:00,763
2025-04-02 23:30:00,918
2025-04-02 23:40:00,1012
2025-04-02 23:50:00,930
2025-04-03 00:00:00,986
2025-04-03 00:10:00,917
2025-04-03 00:20:00,1052
2025-04-03 00:30:00,930
2025-04-03 00:40:00,963
2025-04-03 00:50:00,824
2025-04-03 01:00:00,855
2025-04-03 01:10:00,888
2025-04-03 01:20:00,847
2025-04-03 01:30:00,771
2025-04-03 01:40:00,741
2025-04-03 01:50:00,1114
2025-04-03 02:00:00,876
2025-04-03 02:10:00,901
2025-04-03 02:20:00,1012
2025-04-03 02:30:00,927
2025-04-03 02:40:00,994
2025-04-03 02:50:00,836
2025-04-03 03:00:00,859
2025-04-03 03:10:00,888
2025-04-03 03:20:00,874
2025-04-03 03:30:00,743
2025-04-03 03:40:00,997
2025-04-03 03:50:00,848
2025-04-03 04:00:00,899
2025-04-03 04:10:00,825
2025-04-03 04:20:00,926
2025-04-03 04:30:00,897
2025-04-03 04:40:00,836
2025-04-03 04:50:00,1061
2025-04-03 05:00:00,942
2025-04-03 05:10:00,844
2025-04-03 05:20:00,887
2025-04-03 05:30:00,907
2025-04-03 05:40:00,1037
2025-04-03 05:50:00,1043
2025-04-03 06:00:00,1695
2025-04-03 06:10:00,1420
2025-04-03 06:20:00,1539
2025-04-03 06:30:00,1690
2025-04-03 06:40:00,1499
2025-04-03 06:50:00,1685
2025-04-03 07:00:00,1476
2025-04-03 07:10:00,1797
2025-04-03 07:20:00,1632
2025-04-03 07:30:00,1624
2025-04-03 07:40:00,1517
2025-04-03 07:50:00,1570
2025-04-03 08:00:00,1434
2025-04-03 08:10:00,1662
2025-04-03 08:20:00,1633
2025-04-03 08:30:00,1707
2025-04-03 08:40:00,1627
2025-04-03 08:50:00,1736
2025-04-03 09:00:00,1694
2025-04-03 09:10:00,1686
2025-04-03 09:20:00,1684
2025-04-03 09:30:00,1593
2025-04-03 09:40:00,1639
2025-04-03 09:50:00,1650
2025-04-03 10:00:00,1679
2025-04-03 10:10:00,1471
2025-04-03 10:20:00,1792
2025-04-03 10:30:00,1553
2025-04-03 10:40:00,1711
2025-04-03 10:50:00,1667
2025-04-03 11:00:00,1568
2025-04-03 11:10:00,1777
2025-04-03 11:20:00,1690
2025-04-03 11:30:00,1590
2025-04-03 11:40:00,1503
2025-04-03 11:50:00,1702
2025-04-03 12:00:00,1839
2025-04-03 12:10:00,1775
2025-04-03 12:20:00,1905
2025-04-03 12:30:00,1926
2025-04-03 12:40:00,1921
2025-04-03 12:50:00,1757
2025-04-03 13:00:00,1711
2025-04-03 13:10:00,1836
2025-04-03 13:20:00,1793
2025-04-03 13:30:00,1780
2025-04-03 13:40:00,1648
2025-04-03 13:50:00,1775
2025-04-03 14:00:00,1768
2025-04-03 14:10:00,1764
2025-04-03 14:20:00,1720
2025-04-03 14:30:00,1813
2025-04-03 14:40:00,1701
2025-04-03 14:50:00,1763
2025-04-03 15:00:00,1871
2025-04-03 15:10:00,1831
2025-04-03 15:20:00,1889
2025-04-03 15:30:00,1770
2025-04-03 15:40:00,1617
2025-04-03 15:50:00,1930
2025-04-03 16:00:00,1969
2025-04-03 16:10:00,1686
2025-04-03 16:20:00,1843
2025-04-03 16:30:00,1840
2025-04-03 16:40:00,1666
2025-04-03 16:50:00,1736
2025-04-03 17:00:00,1482
2025-04-03 17:10:00,1911
2025-04-03 17:20:00,1745
2025-04-03 17:30:00,1855
2025-04-03 17:40:00,1961
2025-04-03 17:50:00,1872
2025-04-03 18:00:00,1390
2025-04-03 18:10:00,1444
2025-04-03 18:20:00,1282
2025-04-03 18:30:00,1323
2025-04-03 18:40:00,1382
2025-04-03 18:50:00,1392
2025-04-03 19:00:00,1345
2025-04-03 19:10:00,1335
2025-04-03 19:20:00,1513
2025-04-03 19:30:00,1414
2025-04-03 19:40:00,1462
2025-04-03 19:50:00,1446
2025-04-03 20:00:00,1338
2025-04-03 20:10:00,1343
2025-04-03 20:20:00,1389
2025-04-03 20:30:00,1312
2025-04-03 20:40:00,1524
2025-04-03 20:50:00,1255
2025-04-03 21:00:00,1370
2025-04-03 21:10:00,1288
2025-04-03 21:20:00,1237
2025-04-03 21:30:00,1368
2025-04-03 21:40:00,1430
2025-04-03 21:50:00,1407
2025-04-03 22:00:00,816
2025-04-03 22:10:00,807
2025-04-03 22:20:00,918
2025-04-03 22:30:00,846
2025-04-03 22:40:00,983
2025-04-03 22:50:00,985
2025-04-03 23:00:00,924
2025-04-03 23:10:00,871
2025-04-03 23:20:00,605
2025-04-03 23:30:00,875
2025-04-03 23:40:00,831
2025-04-03 23:50:00,869
2025-04-04 00:00:00,904
2025-04-04 00:10:00,708
2025-04-04 00:20:00,853
2025-04-04 00:30:00,954
2025-04-04 00:40:00,897
2025-04-04 00:50:00,934
2025-04-04 01:00:00,715
2025-04-04 01:10:00,983
2025-04-04 01:20:00,904
2025-04-04 01:30:00,876
2025-04-04 01:40:00,790
2025-04-04 01:50:00,696
2025-04-04 02:00:00,794
2025-04-04 02:10:00,986
2025-04-04 02:20:00,1011
2025-04-04 02:30:00,776
2025-04-04 02:40:00,996
2025-04-04 02:50:00,999
2025-04-04 03:00:00,952
2025-04-04 03:10:00,697
2025-04-04 03:20:00,798
2025-04-04 03:30:00,766
2025-04-04 03:40:00,974
2025-04-04 03:50:00,1012
2025-04-04 04:00:00,859
2025-04-04 04:10:00,1067
2025-04-04 04:20:00,877
2025-04-04 04:30:00,910
2025-04-04 04:40:00,938
2025-04-04 04:50:00,917
2025-04-04 05:00:00,943
2025-04-04 05:10:00,864
2025-04-04 05:20:00,839
2025-04-04 05:30:00,825
2025-04-04 05:40:00,812
2025-04-04 05:50:00,969
2025-04-04 06:00:00,1727
2025-04-04 06:10:00,1440
2025-04-04 06:20:00,1609
2025-04-04 06:30:00,1766
2025-04-04 06:40:00,1610
2025-04-04 06:50:00,1725
2025-04-04 07:00:00,1763
2025-04-04 07:10:00,1611
2025-04-04 07:20:00,1497
2025-04-04 07:30:00,1782
2025-04-04 07:40:00,1591
2025-04-04 07:50:00,1507
2025-04-04 08:00:00,1770
2025-04-04 08:10:00,1586
2025-04-04 08:20:00,1580
2025-04-04 08:30:00,1539
2025-04-04 08:40:00,1607
2025-04-04 08:50:00,1658
2025-04-04 09:00:00,1558
2025-04-04 09:10:00,1655
2025-04-04 09:20:00,1509
2025-04-04 09:30:00,1634
2025-04-04 09:40:00,1649
2025-04-04 09:50:00,1729
2025-04-04 10:00:00,1639
2025-04-04 10:10:00,1731
2025-04-04 10:20:00,1563
2025-04-04 10:30:00,1642
2025-04-04 10:40:00,1830
2025-04-04 10:50:00,1528
2025-04-04 11:00:00,1565
2025-04-04 11:10:00,1612
2025-04-04 11:20:00,1585
2025-04-04 11:30:00,1825
2025-04-04 11:40:00,1547
2025-04-04 11:50:00,1638
2025-04-04 12:00:00,1790
2025-04-04 12:10:00,1904
2025-04-04 12:20:00,1707
2025-04-04 12:30:00,1656
2025-04-04 12:40:00,1842
2025-04-04 12:50:00,1765
2025-04-04 13:00:00,1810
2025-04-04 13:10:00,1717
2025-04-04 13:20:00,1763
2025-04-04 13:30:00,1712
2025-04-04 13:40:00,1715
2025-04-04 13:50:00,1776
2025-04-04 14:00:00,1839
2025-04-04 14:10:00,1673
2025-04-04 14:20:00,1874
2025-04-04 14:30:00,1942
2025-04-04 14:40:00,1901
2025-04-04 14:50:00,1699
2025-04-04 15:00:00,1848
2025-04-04 15:10:00,1969
2025-04-04 15:20:00,1830
2025-04-04 15:30:00,1744
2025-04-04 15:40:00,1729
2025-04-04 15:50:00,1706
2025-04-04 16:00:00,1803
2025-04-04 16:10:00,1915
2025-04-04 16:20:00,1783
2025-04-04 16:30:00,1928
2025-04-04 16:40:00,1745
2025-04-04 16:50:00,1786
2025-04-04 17:00:00,1740
2025-04-04 17:10:00,1752
2025-04-04 17:20:00,1979
2025-04-04 17:30:00,1761
2025-04-04 17:40:00,1808
2025-04-04 17:50:00,1799
2025-04-04 18:00:00,1437
2025-04-04 18:10:00,1566
2025-04-04 18:20:00,1449
2025-04-04 18:30:00,1301
2025-04-04 18:40:00,1482
2025-04-04 18:50:00,1342
2025-04-04 19:00:00,1328
2025-04-04 19:10:00,1477
2025-04-04 19:20:00,1360
2025-04-04 19:30:00,1380
2025-04-04 19:40:00,1095
2025-04-04 19:50:00,1474
2025-04-04 20:00:00,1256
2025-04-04 20:10:00,1285
2025-04-04 20:20:00,1311
2025-04-04 20:30:00,1382
2025-04-04 20:40:00,1389
2025-04-04 20:50:00,1435
2025-04-04 21:00:00,1360
2025-04-04 21:10:00,1318
2025-04-04 21:20:00,1396
2025-04-04 21:30:00,1283
2025-04-04 21:40:00,1274
2025-04-04 21:50:00,1326
2025-04-04 22:00:00,948
2025-04-04 22:10:00,677
2025-04-04 22:20:00,873
2025-04-04 22:30:00,837
2025-04-04 22:40:00,1000
2025-04-04 22:50:00,818
2025-04-04 23:00:00,990
2025-04-04 23:10:00,905
2025-04-04 23:20:00,842
2025-04-04 23:30:00,843
2025-04-04 23:40:00,834
2025-04-04 23:50:00,930
2025-04-05 00:00:00,804
2025-04-05 00:10:00,811
2025-04-05 00:20:00,886
2025-04-05 00:30:00,1026
2025-04-05 00:40:00,930
2025-04-05 00:50:00,851
2025-04-05 01:00:00,817
2025-04-05 01:10:00,871
2025-04-05 01:20:00,934
2025-04-05 01:30:00,1077
2025-04-05 01:40:00,930
2025-04-05 01:50:00,839
2025-04-05 02:00:00,714
2025-04-05 02:10:00,734
2025-04-05 02:20:00,1038
2025-04-05 02:30:00,989
2025-04-05 02:40:00,978
2025-04-05 02:50:00,889
2025-04-05 03:00:00,855
2025-04-05 03:10:00,903
2025-04-05 03:20:00,939
2025-04-05 03:30:00,841
2025-04-05 03:40:00,841
2025-04-05 03:50:00,915
2025-04-05 04:00:00,932
2025-04-05 04:10:00,962
2025-04-05 04:20:00,957
2025-04-05 04:30:00,946
2025-04-05 04:40:00,852
2025-04-05 04:50:00,1022
2025-04-05 05:00:00,819
2025-04-05 05:10:00,842
2025-04-05 05:20:00,910
2025-04-05 05:30:00,944
2025-04-05 05:40:00,1037
2025-04-05 05:50:00,977
2025-04-05 06:00:00,1496
2025-04-05 06:10:00,1707
2025-04-05 06:20:00,1546
2025-04-05 06:30:00,1741
2025-04-05 06:40:00,1558
2025-04-05 06:50:00,1735
2025-04-05 07:00:00,1621
2025-04-05 07:10:00,1854
2025-04-05 07:20:00,1473
2025-04-05 07:30:00,1659
2025-04-05 07:40:00,1562
2025-04-05 07:50:00,1636
2025-04-05 08:00:00,1511
2025-04-05 08:10:00,1650
2025-04-05 08:20:00,1721
2025-04-05 08:30:00,1533
2025-04-05 08:40:00,1541
2025-04-05 08:50:00,1761
2025-04-05 09:00:00,1525
2025-04-05 09:10:00,1558
2025-04-05 09:20:00,1523
2025-04-05 09:30:00,1772
2025-04-05 09:40:00,1673
2025-04-05 09:50:00,1733
2025-04-05 10:00:00,1587
2025-04-05 10:10:00,1692
2025-04-05 10:20:00,1631
2025-04-05 10:30:00,1720
2025-04-05 10:40:00,1559
2025-04-05 10:50:00,1583
2025-04-05 11:00:00,1881
2025-04-05 11:10:00,1685
2025-04-05 11:20:00,1655
2025-04-05 11:30:00,1804
2025-04-05 11:40:00,1478
2025-04-05 11:50:00,1703
2025-04-05 12:00:00,1729
2025-04-05 12:10:00,1859
2025-04-05 12:20:00,1714
2025-04-05 12:30:00,1879
2025-04-05 12:40:00,1764
2025-04-05 12:50:00,1583
2025-04-05 13:00:00,1864
2025-04-05 13:10:00,1840
2025-04-05 13:20:00,1812
2025-04-05 13:30:00,1894
2025-04-05 13:40:00,1914
2025-04-05 13:50:00,1797
2025-04-05 14:00:00,1896
2025-04-05 14:10:00,1970
2025-04-05 14:20:00,1717
2025-04-05 14:30:00,1693
2025-04-05 14:40:00,1871
2025-04-05 14:50:00,1620
2025-04-05 15:00:00,1894
2025-04-05 15:10:00,1787
2025-04-05 15:20:00,1802
2025-04-05 15:30:00,1756
2025-04-05 15:40:00,1838
2025-04-05 15:50:00,1777
2025-04-05 16:00:00,1789
2025-04-05 16:10:00,1769
2025-04-05 16:20:00,2003
2025-04-05 16:30:00,1910
2025-04-05 16:40:00,1720
2025-04-05 16:50:00,1824
2025-04-05 17:00:00,1850
2025-04-05 17:10:00,1737
2025-04-05 17:20:00,1862
2025-04-05 17:30:00,1763
2025-04-05 17:40:00,1754
2025-04-05 17:50:00,1912
2025-04-05 18:00:00,1355
2025-04-05 18:10:00,1393
2025-04-05 18:20:00,1488
2025-04-05 18:30:00,1396
2025-04-05 18:40:00,1402
2025-04-05 18:50:00,1107
2025-04-05 19:00:00,1408
2025-04-05 19:10:00,1327
2025-04-05 19:20:00,1122
2025-04-05 19:30:00,1279
2025-04-05 19:40:00,1407
2025-04-05 19:50:00,1304
2025-04-05 20:00:00,1373
2025-04-05 20:10:00,1288
2025-04-05 20:20:00,1341
2025-04-05 20:30:00,1313
2025-04-05 20:40:00,1498
2025-04-05 20:50:00,1459
2025-04-05 21:00:00,1372
2025-04-05 21:10:00,1396
2025-04-05 21:20:00,1185
2025-04-05 21:30:00,1389
2025-04-05 21:40:00,1340
2025-04-05 21:50:00,1293
2025-04-05 22:00:00,968
2025-04-05 22:10:00,868
2025-04-05 22:20:00,1096
2025-04-05 22:30:00,910
2025-04-05 22:40:00,912
2025-04-05 22:50:00,780
2025-04-05 23:00:00,1017
2025-04-05 23:10:00,915
2025-04-05 23:20:00,950
2025-04-05 23:30:00,918
2025-04-05 23:40:00,955
2025-04-05 23:50:00,917
2025-04-06 00:00:00,1034
2025-04-06 00:10:00,1046
2025-04-06 00:20:00,965
2025-04-06 00:30:00,787
2025-04-06 00:40:00,886
2025-04-06 00:50:00,973
2025-04-06 01:00:00,921
2025-04-06 01:10:00,943
2025-04-06 01:20:00,901
2025-04-06 01:30:00,1042
2025-04-06 01:40:00,901
2025-04-06 01:50:00,862
2025-04-06 02:00:00,897
2025-04-06 02:10:00,902
2025-04-06 02:20:00,726
2025-04-06 02:30:00,943
2025-04-06 02:40:00,855
2025-04-06 02:50:00,809
2025-04-06 03:00:00,801
2025-04-06 03:10:00,873
2025-04-06 03:20:00,647
2025-04-06 03:30:00,859
2025-04-06 03:40:00,987
2025-04-06 03:50:00,867
2025-04-06 04:00:00,774
2025-04-06 04:10:00,802
2025-04-06 04:20:00,899
2025-04-06 04:30:00,733
2025-04-06 04:40:00,798
2025-04-06 04:50:00,884
2025-04-06 05:00:00,782
2025-04-06 05:10:00,897
2025-04-06 05:20:00,922
2025-04-06 05:30:00,835
2025-04-06 05:40:00,822
2025-04-06 05:50:00,843
2025-04-06 06:00:00,1609
2025-04-06 06:10:00,1779
2025-04-06 06:20:00,1567
2025-04-06 06:30:00,1700
2025-04-06 06:40:00,1589
2025-04-06 06:50:00,1711
2025-04-06 07:00:00,1655
2025-04-06 07:10:00,1667
2025-04-06 07:20:00,1518
2025-04-06 07:30:00,1706
2025-04-06 07:40:00,1770
2025-04-06 07:50:00,1809
2025-04-06 08:00:00,1691
2025-04-06 08:10:00,1489
2025-04-06 08:20:00,1599
2025-04-06 08:30:00,1581
2025-04-06 08:40:00,1650
2025-04-06 08:50:00,1668
2025-04-06 09:00:00,1665
2025-04-06 09:10:00,1756
2025-04-06 09:20:00,1538
2025-04-06 09:30:00,1659
2025-04-06 09:40:00,1448
2025-04-06 09:50:00,1694
2025-04-06 10:00:00,1549
2025-04-06 10:10:00,1673
2025-04-06 10:20:00,1880
2025-04-06 10:30:00,1727
2025-04-06 10:40:00,1830
2025-04-06 10:50:00,1513
2025-04-06 11:00:00,1640
2025-04-06 11:10:00,1681
2025-04-06 11:20:00,1553
2025-04-06 11:30:00,1671
2025-04-06 11:40:00,1589
2025-04-06 11:50:00,1562
2025-04-06 12:00:00,1723
2025-04-06 12:10:00,1745
2025-04-06 12:20:00,1686
2025-04-06 12:30:00,1791
2025-04-06 12:40:00,1984
2025-04-06 12:50:00,1718
2025-04-06 13:00:00,1707
2025-04-06 13:10:00,1811
2025-04-06 13:20:00,1878
2025-04-06 13:30:00,2011
2025-04-06 13:40:00,1956
2025-04-06 13:50:00,2068
2025-04-06 14:00:00,1895
2025-04-06 14:10:00,1925
2025-04-06 14:20:00,1797
2025-04-06 14:30:00,1822
2025-04-06 14:40:00,1823
2025-04-06 14:50:00,1919
2025-04-06 15:00:00,1900
2025-04-06 15:10:00,1815
2025-04-06 15:20:00,1833
2025-04-06 15:30:00,1694
2025-04-06 15:40:00,1740
2025-04-06 15:50:00,1743
2025-04-06 16:00:00,1914
2025-04-06 16:10:00,1837
2025-04-06 16:20:00,1876
2025-04-06 16:30:00,1875
2025-04-06 16:40:00,1630
2025-04-06 16:50:00,1813
2025-04-06 17:00:00,1969
2025-04-06 17:10:00,1839
2025-04-06 17:20:00,1782
2025-04-06 17:30:00,1671
2025-04-06 17:40:00,2039
2025-04-06 17:50:00,1907
2025-04-06 18:00:00,1438
2025-04-06 18:10:00,1310
2025-04-06 18:20:00,1292
2025-04-06 18:30:00,1258
2025-04-06 18:40:00,1336
2025-04-06 18:50:00,1272
2025-04-06 19:00:00,1489
2025-04-06 19:10:00,1523
2025-04-06 19:20:00,1432
2025-04-06 19:30:00,1404
2025-04-06 19:40:00,1326
2025-04-06 19:50:00,1368
2025-04-06 20:00:00,1269
2025-04-06 20:10:00,1584
2025-04-06 20:20:00,1394
2025-04-06 20:30:00,1471
2025-04-06 20:40:00,1187
2025-04-06 20:50:00,1442
2025-04-06 21:00:00,1422
2025-04-06 21:10:00,1452
2025-04-06 21:20:00,1342
2025-04-06 21:30:00,1572
2025-04-06 21:40:00,1387
2025-04-06 21:50:00,1350
2025-04-06 22:00:00,949
2025-04-06 22:10:00,839
2025-04-06 22:20:00,863
2025-04-06 22:30:00,904
2025-04-06 22:40:00,623
2025-04-06 22:50:00,955
2025-04-06 23:00:00,1003
2025-04-06 23:10:00,846
2025-04-06 23:20:00,997
2025-04-06 23:30:00,953
2025-04-06 23:40:00,1011
2025-04-06 23:50:00,818
2025-04-07 00:00:00,1093
2025-04-07 00:10:00,874
2025-04-07 00:20:00,974
2025-04-07 00:30:00,878
2025-04-07 00:40:00,704
2025-04-07 00:50:00,824
2025-04-07 01:00:00,935
2025-04-07 01:10:00,817
2025-04-07 01:20:00,837
2025-04-07 01:30:00,794
2025-04-07 01:40:00,806
2025-04-07 01:50:00,734
2025-04-07 02:00:00,771
2025-04-07 02:10:00,819
2025-04-07 02:20:00,960
2025-04-07 02:30:00,737
2025-04-07 02:40:00,905
2025-04-07 02:50:00,1083
2025-04-07 03:00:00,827
2025-04-07 03:10:00,932
2025-04-07 03:20:00,978
2025-04-07 03:30:00,868
2025-04-07 03:40:00,1203
2025-04-07 03:50:00,847
2025-04-07 04:00:00,1026
2025-04-07 04:10:00,942
